d0000001.s001.h001 object%1:03:00::
d0027841.s001.h001 forced%5:00:00:unscheduled:00
d0027842.s001.h001 sweet%3:00:01::
d0027843.s001.h001 dry%3:00:03::
d0027844.s001.h001 dry%3:00:03::
d0027845.s001.h001 sour%5:00:00:soured:00
d0027846.s001.h001 sweet%5:00:00:unsoured:00
d0027847.s001.h001 suspected%3:00:00::
d0027848.s001.h001 suspected%3:00:00::
d0027849.s001.h001 unsuspected%3:00:00::
d0027850.s001.h001 unsuspected%3:00:00::
d0027851.s001.h001 unsuspected%3:00:00::
d0027852.s001.h001 unsuspected%3:00:00::
d0027853.s001.h001 unknown%5:00:00:unsuspected:00
d0027854.s001.h001 swept%3:00:00::
d0027855.s001.h001 sweptback%5:00:00:swept:00
d0027856.s001.h001 sweptwing%5:00:00:swept:00
d0027857.s001.h001 unswept%3:00:00::
d0027858.s001.h001 sworn%3:00:00::
d0027859.s001.h001 bound%5:00:00:sworn:00
d0027860.s001.h001 unsworn%3:00:00::
d0027861.s001.h001 unsworn%3:00:00::
d0027862.s001.h001 biradial%5:00:00:symmetrical:00
d0027863.s001.h001 even%5:00:00:symmetrical:00
d0027864.s001.h001 regular%5:00:00:symmetrical:00
d0027865.s001.h001 regular%5:00:00:symmetrical:00
d0027866.s001.h001 interchangeable%5:00:00:symmetrical:00
d0027867.s001.h001 radial%5:00:00:symmetrical:00
d0027868.s001.h001 stellate%5:00:00:symmetrical:00
d0027869.s001.h001 radial%5:00:00:symmetrical:00
d0027870.s001.h001 noninterchangeable%5:00:00:asymmetrical:00
d0027871.s001.h001 actinoid%5:00:00:actinomorphic:00
d0027872.s001.h001 sympathetic%3:00:00::
d0027873.s001.h001 sympathetic%3:00:00::
d0027874.s001.h001 sympathetic%3:00:00::
d0027875.s001.h001 commiserative%5:00:00:sympathetic:00
d0027876.s001.h001 empathetic%5:00:00:sympathetic:00
d0027877.s001.h001 unsympathetic%3:00:00::
d0027878.s001.h001 unsympathetic%3:00:00::
d0027879.s001.h001 unsympathetic%3:00:00::
d0027880.s001.h001 unsympathizing%5:00:00:unsympathetic:00
d0027881.s001.h001 sympathetic%3:00:02::
d0027882.s001.h001 unsympathetic%3:00:02::
d0027883.s001.h001 synchronic%3:00:00::
d0027884.s001.h001 diachronic%3:00:00::
d0027885.s001.h001 synchronous%3:00:00::
d0027886.s001.h001 synchronous%3:00:00::
d0027887.s001.h001 synchronous%3:00:00::
d0027888.s001.h001 synchronous%3:00:00::
d0027889.s001.h001 coincident%5:00:00:synchronous:00
d0027890.s001.h001 contemporaneous%5:00:02:synchronous:00
d0027891.s001.h001 contemporary%5:00:00:synchronous:00
d0027892.s001.h001 parallel%5:00:00:synchronous:00
d0027893.s001.h001 synchronized%5:00:00:synchronous:00
d0027894.s001.h001 anachronistic%5:00:00:asynchronous:00
d0027895.s001.h001 serial%5:00:00:asynchronous:00
d0027896.s001.h001 complementary%5:00:00:antonymous:00
d0027897.s001.h001 contradictory%5:00:00:antonymous:00
d0027898.s001.h001 contrary%5:00:00:antonymous:00
d0027899.s001.h001 contrastive%5:00:00:antonymous:00
d0027900.s001.h001 converse%5:00:00:antonymous:00
d0027901.s001.h001 systematic%3:00:00::
d0027902.s001.h001 systematic%3:00:00::
d0027903.s001.h001 unsystematic%3:00:00::
d0027904.s001.h001 unsystematic%3:00:00::
d0027905.s001.h001 voluble%3:00:00::
d0027906.s001.h001 gabby%5:00:00:voluble:00
d0027907.s001.h001 tactful%3:00:00::
d0027908.s001.h001 tactful%3:00:00::
d0027909.s001.h001 discerning%5:00:00:tactful:00
d0027910.s001.h001 discreet%5:00:00:tactful:00
d0027911.s001.h001 tactless%3:00:00::
d0027912.s001.h001 tall%3:00:00::
d0027913.s001.h001 tall%3:00:00::
d0027914.s001.h001 tall%3:00:00::
d0027915.s001.h001 tall%3:00:00::
d0027916.s001.h001 gangling%5:00:00:tall:00
d0027917.s001.h001 lanky%5:00:00:tall:00
d0027919.s001.h001 in_height%5:00:00:tall:00
d0027920.s001.h001 long%5:00:00:tall:00
d0027921.s001.h001 long%5:00:00:tall:00
d0027922.s001.h001 short%3:00:03::
d0027923.s001.h001 short%3:00:03::
d0027924.s001.h001 short%3:00:03::
d0027925.s001.h001 little%3:00:00::
d0027926.s001.h001 chunky%5:00:00:short:03
d0027927.s001.h001 dumpy%5:00:00:short:03
d0027929.s001.h001 squat%5:00:00:short:03
d0027930.s001.h001 squatty%5:00:00:short:03
d0027931.s001.h001 stumpy%5:00:00:short:03
d0027932.s001.h001 compact%5:00:00:short:03
d0027933.s001.h001 heavyset%5:00:01:short:03
d0027934.s001.h001 stocky%5:00:00:short:03
d0027935.s001.h001 thickset%5:00:00:short:03
d0027936.s001.h001 half-length%5:00:00:short:03
d0027937.s001.h001 tame%3:00:01::
d0027938.s001.h001 tame%3:00:01::
d0027939.s001.h001 broken%5:00:00:tame:01
d0027940.s001.h001 broken_in%5:00:00:tame:01
d0027941.s001.h001 cultivated%5:00:00:tame:01
d0027942.s001.h001 cultivated%5:00:00:tame:01
d0027943.s001.h001 gentle%5:00:00:tame:01
d0027943.s001.h002 docile%5:00:00:tame:01
d0027944.s001.h001 domestic%5:00:00:tame:01
d0027945.s001.h001 domesticated%5:00:00:tame:01
d0027946.s001.h001 tamed%5:00:00:tame:01
d0027947.s001.h001 wild%3:00:01::
d0027948.s001.h001 wild%3:00:01::
d0027949.s001.h001 feral%5:00:00:wild:01
d0027950.s001.h001 unbroken%5:00:00:wild:01
d0027951.s001.h001 undomesticated%5:00:00:wild:01
d0027952.s001.h001 tame%3:00:02::
d0027953.s001.h001 tame%3:00:02::
d0027954.s001.h001 subdued%5:00:00:tame:02
d0027955.s001.h001 wild%3:00:02::
d0027956.s001.h001 wild%3:00:02::
d0027957.s001.h001 delirious%5:00:00:wild:02
d0027958.s001.h001 frantic%5:00:00:wild:02
d0027959.s001.h001 mad%5:00:00:wild:02
d0027960.s001.h001 frenzied%5:00:00:wild:02
d0027961.s001.h001 frenzied%5:00:00:wild:02
d0027962.s001.h001 frenzied%5:00:00:wild:02
d0027963.s001.h001 manic%5:00:00:wild:02
d0027964.s001.h001 unsubdued%5:00:00:wild:02
d0027965.s001.h001 tangible%3:00:00::
d0027966.s001.h001 tactile%5:00:00:tangible:00
d0027967.s001.h001 tactual%5:00:00:tangible:00
d0027968.s001.h001 intangible%3:00:00::
d0027969.s001.h001 tangible%3:00:02::
d0027970.s001.h001 tangible%3:00:02::
d0027971.s001.h001 real%5:00:00:tangible:02
d0027972.s001.h001 realizable%5:00:00:tangible:02
d0027973.s001.h001 intangible%3:00:02::
d0027974.s001.h001 artistic%5:00:00:tasteful:02
d0027975.s001.h001 understated%5:00:00:tasteful:02
d0027976.s001.h001 barbaric%5:00:00:tasteless:02
d0027977.s001.h001 flash%5:00:00:tasteless:02
d0027978.s001.h001 flashy%5:00:00:tasteless:02
d0027979.s001.h001 garish%5:00:00:tasteless:02
d0027980.s001.h001 gaudy%5:00:00:tasteless:02
d0027981.s001.h001 loud%5:00:00:tasteless:02
d0027982.s001.h001 meretricious%5:00:00:tasteless:02
d0027983.s001.h001 tawdry%5:00:00:tasteless:02
d0027984.s001.h001 brummagem%5:00:00:tasteless:02
d0027985.s001.h001 camp%5:00:00:tasteless:02
d0027986.s001.h001 campy%5:00:00:tasteless:02
d0027987.s001.h001 indelicate%5:00:00:tasteless:02
d0027988.s001.h001 off-color%5:00:00:tasteless:02
d0027989.s001.h001 tasty%3:00:00::
d0027990.s001.h001 nectarous%5:00:00:tasty:00
d0027991.s001.h001 ambrosial%5:00:00:tasty:00
d0027992.s001.h001 bitter%5:00:00:tasty:00
d0027993.s001.h001 choice%5:00:00:tasty:00
d0027994.s001.h001 dainty%5:00:00:tasty:00
d0027995.s001.h001 rich%5:00:00:tasty:00
d0027996.s001.h001 full-bodied%5:00:00:tasty:00
d0027997.s001.h001 robust%5:00:00:tasty:00
d0027998.s001.h001 robust%5:00:00:tasty:00
d0027999.s001.h001 peppery%5:00:00:tasty:00
d0028000.s001.h001 hot%5:00:00:tasty:00
d0028001.s001.h001 hot%5:00:00:tasty:00
d0028002.s001.h001 grapey%5:00:00:tasty:00
d0028003.s001.h001 nippy%5:00:00:tasty:00
d0028004.s001.h001 nutty%5:00:00:tasty:00
d0028005.s001.h001 pungent%5:00:00:tasty:00
d0028006.s001.h001 acrid%5:00:00:tasty:00
d0028007.s001.h001 smoky%5:00:00:tasty:00
d0028008.s001.h001 winy%5:00:00:tasty:00
d0028009.s001.h001 bland%5:00:00:tasteless:01
d0028010.s001.h001 insipid%5:00:00:tasteless:01
d0028011.s001.h001 flavorless%5:00:00:tasteless:01
d0028012.s001.h001 vapid%5:00:00:tasteless:01
d0028013.s001.h001 vapid%5:00:00:tasteless:01
d0028014.s001.h001 taxable%3:00:00::
d0028015.s001.h001 nonexempt%3:00:02::
d0028016.s001.h001 dutiable%5:00:00:taxable:00
d0028017.s001.h001 ratable%5:00:00:taxable:00
d0028018.s001.h001 nontaxable%3:00:00::
d0028019.s001.h001 exempt%3:00:02::
d0028020.s001.h001 duty-free%5:00:00:nontaxable:00
d0028021.s001.h001 tax-exempt%5:00:00:nontaxable:00
d0028022.s001.h001 untaxed%5:00:00:nontaxable:00
d0028023.s001.h001 unratable%5:00:00:nontaxable:00
d0028024.s001.h001 temperate%3:00:00::
d0028025.s001.h001 temperate%3:00:00::
d0028026.s001.h001 temperate%3:00:00::
d0028027.s001.h001 abstemious%5:00:00:temperate:00
d0028028.s001.h001 light%5:00:00:temperate:00
d0028029.s001.h001 light%5:00:00:temperate:00
d0028030.s001.h001 light%5:00:00:temperate:00
d0028031.s001.h001 moderate%5:00:00:temperate:00
d0028032.s001.h001 restrained%5:00:00:temperate:00
d0028033.s001.h001 intemperate%3:00:00::
d0028034.s001.h001 big%5:00:00:intemperate:00
d0028035.s001.h001 big%5:00:00:intemperate:00
d0028036.s001.h001 heavy%5:00:02:intemperate:00
d0028037.s001.h001 temperate%3:00:01::
d0028038.s001.h001 temperate%3:00:01::
d0028039.s001.h001 temperate%3:00:01::
d0028040.s001.h001 equable%5:00:00:temperate:01
d0028041.s001.h001 intemperate%3:00:01::
d0028042.s001.h001 intemperate%3:00:01::
d0028043.s001.h001 tense%3:00:01::
d0028044.s001.h001 overstrung%5:00:00:tense:01
d0028045.s001.h001 taut%5:00:00:tense:01
d0028046.s001.h001 tight%5:00:00:tense:01
d0028047.s001.h001 tight%5:00:00:tense:01
d0028048.s001.h001 lax%3:00:01::
d0028050.s001.h001 limp%5:00:00:lax:01
d0028051.s001.h001 limp%5:00:00:lax:01
d0028053.s001.h001 floppy%5:00:00:lax:01
d0028054.s001.h001 loose%5:00:00:lax:01
d0028055.s001.h001 slack%5:00:00:lax:01
d0028056.s001.h001 slack%5:00:00:lax:01
d0028057.s001.h001 slack%5:00:00:lax:01
d0028058.s001.h001 loose-jointed%5:00:00:lax:01
d0028059.s001.h001 wound_up%5:00:00:tense:03
d0028061.s001.h001 taut%5:00:00:tense:03
d0028062.s001.h001 fretful%5:00:00:tense:03
d0028064.s001.h001 electric%5:00:00:tense:03
d0028065.s001.h001 nervous%5:00:00:tense:03
d0028066.s001.h001 nervous%5:00:00:tense:03
d0028067.s001.h001 strained%5:00:00:tense:03
d0028068.s001.h001 unrelaxed%5:00:00:tense:03
d0028069.s001.h001 pumped-up%5:00:00:tense:03
d0028070.s001.h001 pumped%5:00:00:tense:03
d0028071.s001.h001 relaxed%3:00:00::
d0028072.s001.h001 relaxed%3:00:00::
d0028073.s001.h001 degage%5:00:00:relaxed:00
d0028074.s001.h001 mellow%5:00:00:relaxed:00
d0028075.s001.h001 unstrained%5:00:00:relaxed:00
d0028076.s001.h001 hypertonic%3:00:01::
d0028077.s001.h001 territorial%3:00:00::
d0028078.s001.h001 jurisdictional%5:00:00:territorial:00
d0028079.s001.h001 regional%5:00:00:territorial:00
d0028080.s001.h001 sectional%5:00:00:territorial:00
d0028081.s001.h001 extraterritorial%3:00:00::
d0028082.s001.h001 exterritorial%3:00:00::
d0028083.s001.h001 territorial%3:00:01::
d0028084.s001.h001 territorial%3:00:01::
d0028085.s001.h001 nonterritorial%3:00:00::
d0028086.s001.h001 thermoplastic%3:00:00::
d0028087.s001.h001 thermosetting%3:00:00::
d0028088.s001.h001 thick%3:00:01::
d0028089.s001.h001 thick%3:00:01::
d0028090.s001.h001 thick%3:00:01::
d0028091.s001.h001 thick%3:00:01::
d0028092.s001.h001 thick%3:00:01::
d0028093.s001.h001 thick%3:00:01::
d0028094.s001.h001 deep%5:00:00:thick:01
d0028095.s001.h001 deep%5:00:00:thick:01
d0028096.s001.h001 deep-chested%5:00:00:thick:01
d0028097.s001.h001 fat%5:00:00:thick:01
d0028098.s001.h001 four-ply%5:00:00:thick:01
d0028099.s001.h001 heavy%5:00:00:thick:01
d0028100.s001.h001 heavy%5:00:04:thick:01
d0028101.s001.h001 thickened%5:00:00:thick:01
d0028102.s001.h001 three-ply%5:00:00:thick:01
d0028103.s001.h001 three-ply%5:00:00:thick:01
d0028104.s001.h001 thin%3:00:01::
d0028105.s001.h001 thin%3:00:01::
d0028106.s001.h001 thin%3:00:01::
d0028107.s001.h001 thin%3:00:01::
d0028108.s001.h001 bladed%5:00:00:thin:01
d0028109.s001.h001 capillary%5:00:00:thin:01
d0028110.s001.h001 diaphanous%5:00:00:thin:01
d0028111.s001.h001 filmy%5:00:00:thin:01
d0028112.s001.h001 gauzy%5:00:00:thin:01
d0028113.s001.h001 gossamer%5:00:00:thin:01
d0028114.s001.h001 sheer%5:00:00:thin:01
d0028115.s001.h001 transparent%5:00:00:thin:01
d0028116.s001.h001 vaporous%5:00:00:thin:01
d0028117.s001.h001 fine%5:00:00:thin:01
d0028118.s001.h001 fine%5:00:00:thin:01
d0028119.s001.h001 fine%5:00:00:thin:01
d0028121.s001.h001 light%5:00:00:thin:01
d0028122.s001.h001 hyperfine%5:00:00:thin:01
d0028123.s001.h001 paper_thin%5:00:00:thin:01
d0028124.s001.h001 papery%5:00:00:thin:01
d0028125.s001.h001 papery%5:00:00:thin:01
d0028126.s001.h001 ribbonlike%5:00:00:thin:01
d0028127.s001.h001 sleazy%5:00:00:thin:01
d0028128.s001.h001 slender%5:00:00:thin:01
d0028129.s001.h001 tenuous%5:00:00:thin:01
d0028130.s001.h001 wafer-thin%5:00:00:thin:01
d0028131.s001.h001 thick%3:00:02::
d0028132.s001.h001 thick%3:00:02::
d0028133.s001.h001 thick%3:00:02::
d0028134.s001.h001 thick%3:00:02::
d0028135.s001.h001 clotted%5:00:00:thick:02
d0028136.s001.h001 clogged%5:00:00:thick:02
d0028137.s001.h001 coagulated%5:00:00:thick:02
d0028138.s001.h001 curdled%5:00:00:thick:02
d0028139.s001.h001 grumous%5:00:00:thick:02
d0028140.s001.h001 dense%5:00:00:thick:02
d0028141.s001.h001 heavy%5:00:01:thick:02
d0028142.s001.h001 impenetrable%5:00:00:thick:02
d0028143.s001.h001 soupy%5:00:00:thick:02
d0028144.s001.h001 thickened%5:00:00:thick:02
d0028145.s001.h001 thickened%5:00:00:thick:02
d0028146.s001.h001 thin%3:00:02::
d0028147.s001.h001 thin%3:00:02::
d0028148.s001.h001 thin%3:00:02::
d0028149.s001.h001 thin%3:00:02::
d0028150.s001.h001 tenuous%5:00:00:thin:02
d0028151.s001.h001 rare%5:00:00:thin:02
d0028152.s001.h001 rarefied%5:00:00:thin:02
d0028153.s001.h001 cogitable%5:00:00:thinkable:00
d0028155.s001.h001 thoughtful%3:00:00::
d0028156.s001.h001 bemused%5:00:00:thoughtful:00
d0028157.s001.h001 lost%5:00:00:thoughtful:00
d0028158.s001.h001 preoccupied%5:00:00:thoughtful:00
d0028159.s001.h001 brooding%5:00:00:thoughtful:00
d0028160.s001.h001 cogitative%5:00:00:thoughtful:00
d0028161.s001.h001 well_thought_out%5:00:00:thoughtful:00
d0028162.s001.h001 deliberative%5:00:00:thoughtful:00
d0028163.s001.h001 thoughtless%3:00:00::
d0028164.s001.h001 inconsiderate%5:00:00:thoughtless:00
d0028165.s001.h001 unconsidered%5:00:00:thoughtless:00
d0028166.s001.h001 unconsidered%5:00:00:thoughtless:00
d0028167.s001.h001 economical%5:00:00:thrifty:00
d0028168.s001.h001 economical%5:00:00:thrifty:00
d0028169.s001.h001 frugal%5:00:00:thrifty:00
d0028170.s001.h001 frugal%5:00:00:thrifty:00
d0028171.s001.h001 sparing%5:00:00:thrifty:00
d0028172.s001.h001 sparing%5:00:00:thrifty:00
d0028173.s001.h001 stinting%5:00:00:thrifty:00
d0028175.s001.h001 scotch%5:00:00:thrifty:00
d0028176.s001.h001 saving%5:00:00:thrifty:00
d0028177.s001.h001 prodigal%5:00:00:wasteful:00
d0028178.s001.h001 tidy%3:00:00::
d0028179.s001.h001 tidy%3:00:00::
d0028180.s001.h001 tidy%3:00:00::
d0028181.s001.h001 clean-cut%5:00:00:tidy:00
d0028182.s001.h001 trig%5:00:00:tidy:00
d0028183.s001.h001 trim%5:00:02:tidy:00
d0028184.s001.h001 neat%5:00:00:tidy:00
d0028185.s001.h001 neat%5:00:00:tidy:00
d0028186.s001.h001 neat%5:00:03:tidy:00
d0028187.s001.h001 neat%5:00:03:tidy:00
d0028188.s001.h001 ruly%5:00:00:tidy:00
d0028189.s001.h001 shipshape%5:00:00:tidy:00
d0028190.s001.h001 trim%5:00:01:tidy:00
d0028191.s001.h001 slicked_up%5:00:00:tidy:00
d0028192.s001.h001 straight%5:00:00:tidy:00
d0028193.s001.h001 uncluttered%5:00:00:tidy:00
d0028194.s001.h001 unlittered%5:00:00:tidy:00
d0028195.s001.h001 untidy%3:00:00::
d0028196.s001.h001 untidy%3:00:00::
d0028197.s001.h001 untidy%3:00:00::
d0028199.s001.h001 cluttered%5:00:00:untidy:00
d0028200.s001.h001 disheveled%5:00:00:untidy:00
d0028201.s001.h001 frowzled%5:00:00:untidy:00
d0028202.s001.h001 rumpled%5:00:00:untidy:00
d0028203.s001.h001 tousled%5:00:00:untidy:00
d0028204.s001.h001 tousled%5:00:00:untidy:00
d0028205.s001.h001 disorderly%5:00:00:untidy:00
d0028206.s001.h001 frowzy%5:00:00:untidy:00
d0028207.s001.h001 frowzy%5:00:00:untidy:00
d0028208.s001.h001 slovenly%5:00:00:untidy:00
d0028209.s001.h001 mussy%5:00:00:untidy:00
d0028210.s001.h001 messy%5:00:00:untidy:00
d0028211.s001.h001 scraggly%5:00:00:untidy:00
d0028212.s001.h001 scraggly%5:00:00:untidy:00
d0028213.s001.h001 sloppy%5:00:00:untidy:00
d0028214.s001.h001 sloppy%5:00:00:untidy:00
d0028215.s001.h001 slouchy%5:00:00:untidy:00
d0028216.s001.h001 sprawling%5:00:00:untidy:00
d0028217.s001.h001 straggling%5:00:00:untidy:00
d0028218.s001.h001 straggly%5:00:00:untidy:00
d0028219.s001.h001 unkempt%5:00:02:untidy:00
d0028220.s001.h001 unkempt%5:00:02:untidy:00
d0028222.s001.h001 groomed%3:00:00::
d0028223.s001.h001 groomed%3:00:00::
d0028224.s001.h001 brushed%5:00:00:groomed:00
d0028225.s001.h001 brushed%5:00:00:groomed:00
d0028226.s001.h001 kempt%5:00:00:groomed:00
d0028227.s001.h001 plastered%5:00:00:groomed:00
d0028228.s001.h001 pomaded%5:00:00:groomed:00
d0028229.s001.h001 sleek%5:00:00:groomed:00
d0028230.s001.h001 ungroomed%3:00:00::
d0028231.s001.h001 ungroomed%3:00:00::
d0028232.s001.h001 bushy%5:00:00:ungroomed:00
d0028233.s001.h001 shaggy%5:00:00:ungroomed:00
d0028234.s001.h001 unbrushed%5:00:00:ungroomed:00
d0028235.s001.h001 unbrushed%5:00:00:ungroomed:00
d0028236.s001.h001 combed%3:00:00::
d0028237.s001.h001 uncombed%3:00:00::
d0028239.s001.h001 unkempt%5:00:00:uncombed:00
d0028240.s001.h001 timbered%3:00:00::
d0028242.s001.h001 untimbered%3:00:00::
d0028243.s001.h001 toned%3:00:00::
d0028244.s001.h001 toned%3:00:00::
d0028245.s001.h001 toneless%3:00:00::
d0028246.s001.h001 tongued%3:00:00::
d0028247.s001.h001 tongued%3:00:00::
d0028249.s001.h001 tongued%3:00:00::
d0028250.s001.h001 tongueless%3:00:00::
d0028251.s001.h001 tipped%3:00:00::
d0028252.s001.h001 filter-tipped%5:00:00:tipped:00
d0028253.s001.h001 untipped%3:00:00::
d0028254.s001.h001 tired%3:00:00::
d0028255.s001.h001 tired%3:00:00::
d0028256.s001.h001 all_in%5:00:00:tired:00
d0028257.s001.h001 beat%5:00:00:tired:00
d0028258.s001.h001 bushed%5:00:00:tired:00
d0028259.s001.h001 dead%5:00:00:tired:00
d0028260.s001.h001 aweary%5:00:00:tired:00
d0028261.s001.h001 bored%5:00:00:tired:00
d0028262.s001.h001 bored%5:00:00:tired:00
d0028263.s001.h001 burned-out%5:00:00:tired:00
d0028264.s001.h001 careworn%5:00:00:tired:00
d0028265.s001.h001 drawn%5:00:00:tired:00
d0028265.s001.h002 haggard%5:00:00:tired:00
d0028266.s001.h001 raddled%5:00:00:tired:00
d0028267.s001.h001 worn%5:00:00:tired:00
d0028268.s001.h001 exhausted%5:00:00:tired:00
d0028269.s001.h001 dog-tired%5:00:00:tired:00
d0028270.s001.h001 fagged%5:00:00:tired:00
d0028271.s001.h001 played_out%5:00:00:tired:00
d0028272.s001.h001 washed-out%5:00:00:tired:00
d0028273.s001.h001 worn-out%5:00:00:tired:00
d0028274.s001.h001 worn-out%5:00:00:tired:00
d0028275.s001.h001 jaded%5:00:00:tired:00
d0028276.s001.h001 ragged%5:00:00:tired:00
d0028277.s001.h001 rested%3:00:00::
d0028278.s001.h001 tolerable%3:00:00::
d0028279.s001.h001 sufferable%5:00:00:tolerable:00
d0028280.s001.h001 tolerant%5:00:00:tolerable:00
d0028281.s001.h001 tolerant%5:00:00:tolerable:00
d0028282.s001.h001 resistant%5:00:00:tolerable:00
d0028283.s001.h001 intolerable%3:00:00::
d0028284.s001.h001 bitter%5:00:00:intolerable:00
d0028285.s001.h001 bitter%5:00:00:intolerable:00
d0028286.s001.h001 impossible%5:00:00:intolerable:00
d0028287.s001.h001 insufferable%5:00:00:intolerable:00
d0028288.s001.h001 bigoted%5:00:00:intolerant:00
d0028289.s001.h001 bigoted%5:00:00:intolerant:00
d0028290.s001.h001 polytonal%5:00:00:tonal:00
d0028291.s001.h001 toned%5:00:00:tonal:00
d0028292.s001.h001 toned%5:00:00:tonal:00
d0028293.s001.h001 toned%5:00:00:tonal:00
d0028294.s001.h001 tonic%5:00:00:tonal:00
d0028296.s001.h001 cogged%5:00:00:toothed:00
d0028297.s001.h001 fine-toothed%5:00:00:toothed:00
d0028298.s001.h001 gap-toothed%5:00:00:toothed:00
d0028299.s001.h001 saber-toothed%5:00:00:toothed:00
d0028300.s001.h001 toothy%5:00:00:toothed:00
d0028301.s001.h001 toothless%3:00:00::
d0028302.s001.h001 toothless%3:00:00::
d0028303.s001.h001 edentate%5:00:00:toothless:00
d0028304.s001.h001 top%3:00:00::
d0028305.s001.h001 crowning%5:00:00:top:00
d0028306.s001.h001 crowning%5:00:00:top:00
d0028307.s001.h001 uppermost%5:00:00:top:00
d0028308.s001.h001 topmost%5:00:00:top:00
d0028309.s001.h001 bottom%3:00:00::
d0028310.s001.h001 bottommost%5:00:00:bottom:00
d0028311.s001.h001 inferior%5:00:00:bottom:00
d0028312.s001.h001 nether%5:00:00:bottom:00
d0028313.s001.h001 side%3:00:00::
d0028314.s001.h001 side%3:00:00::
d0028315.s001.h001 broadside%5:00:00:side:00
d0028316.s001.h001 lateral%5:00:00:side:00
d0028317.s001.h001 sidelong%5:00:00:side:00
d0028318.s001.h001 lidded%5:00:00:topped:00
d0028319.s001.h001 topless%3:00:00::
d0028320.s001.h001 lidless%5:00:00:topless:00
